,Winery,Year,Wine ID,Wine,Rating,num_review,price,volume_ml,image,country
591,Castello Monaci,2020,21125,Negroamaro Salento Maru 2020,3.7,165,12.0,750,//images.vivino.com/thumbs/bfNAFJR9Qu6nBRINyMiawA_pl_480x640.png,Italie
592,Château Potensac,2017,1127496,Chapelle de Potensac Médoc 2017,4.0,477,12.0,750,//images.vivino.com/thumbs/hm3VdTf_So2BzuEOfd2pWQ_pl_480x640.png,France
593,Castello Monaci,2020,21123,Primitivo Salento Pilùna 2020,3.9,975,12.0,750,//images.vivino.com/thumbs/2VQUwXZDRnWx4ZNThcHLBg_pl_480x640.png,Italie
594,Château Cap de Faugères,2017,78653,Castillon - Côtes de Bordeaux 2017,3.7,154,12.0,750,//images.vivino.com/thumbs/ejwL_dfKTRO1ASV9SsJf_Q_pl_480x640.png,France
595,Château Peyrabon,2017,97275,Haut-Médoc 2017,3.7,157,12.0,750,//images.vivino.com/thumbs/msaxvpDzQbmhAtdl5sGotQ_pl_480x640.png,France
596,Artuke,2021,2152418,Artuke Rioja 2021,3.8,249,12.0,750,//images.vivino.com/thumbs/EjdznIb0TnOCoURr9Zm68A_pl_480x640.png,Espagne
597,Domaine Martin,2013,738395,Côtes-du-Rhône-Villages 'Plan de Dieu' 2013,3.6,116,12.0,750,//images.vivino.com/thumbs/KbTmujXCQmCAODdHMfe1Qg_pl_480x640.png,France
598,Zeni,2007,1147573,Lealbere Teroldego Rotaliano 2007,3.5,29,12.0,750,//images.vivino.com/thumbs/HNMyW_nRTX6iukvUQxoh_Q_pl_480x640.png,Italie
599,Bolla,2020,2625344,Il Calice Valpolicella Classico 2020,3.4,69,12.0,750,//images.vivino.com/thumbs/KfdLq0bdQT6vJ74jmDy3cQ_pl_480x640.png,Italie
600,Caldora,2020,11852,Montepulciano d'Abruzzo 2020,3.7,67,12.0,750,//images.vivino.com/thumbs/bdmNHkHJSomCxv85-f6Dpg_pl_480x640.png,Italie
601,Château la Canorgue,2020,1147498,Luberon Rouge 2020,4.0,38,12.0,750,//images.vivino.com/thumbs/JVk_t8FqQPG_HNmDK9v3sQ_pl_480x640.png,France
602,Donnafugata,2020,7210089,La Bella Sedara 2020,3.8,148,12.0,750,//images.vivino.com/thumbs/C62ZB9TYRKqIzfWbd0vSSA_pl_480x640.png,Italie
603,Préceptorie,2020,1452655,Coume Marie Côtes du Roussillon Rouge 2020,4.3,34,12.0,750,//images.vivino.com/thumbs/7_aoR22bT4OhyIoAPREnNA_pl_480x640.png,France
604,Mas de Libian,2021,19321,Vin de Pétanque 2021,3.9,37,12.0,750,//images.vivino.com/thumbs/OZus6dNARRSbkdhBPzelKA_pl_480x640.png,France
605,Château d'Issan,2017,1168762,Moulin d'Issan Bordeaux Supérieur 2017,3.9,830,12.0,750,//images.vivino.com/thumbs/LDOOyjYSTR27hhq8BflFEg_pl_480x640.png,France
606,Château Monbrison,2011,2051565,Haut-Médoc de Monbrison 2011,3.5,62,12.0,750,//images.vivino.com/thumbs/1K19FiV4TUij3QJs5RlenA_pl_480x640.png,France
607,Terres Dorées,2021,1294011,L'Ancien Beaujolais 2021,3.7,231,12.0,750,//images.vivino.com/thumbs/43owEmciSVy2IDrvsra3YQ_pl_480x640.png,France
608,Cantine Pellegrino,2018,6316571,Materico Nerello Mascalese 2018,3.5,175,12.0,750,//images.vivino.com/thumbs/WK5PlsnDRTOkxYBOdSgHrg_pl_480x640.png,Italie
609,Château Hervé-Laroque,2016,1259171,Fronsac 2016,3.8,190,12.0,750,//images.vivino.com/thumbs/oSVbeLXGS1Se_BVyk81XIw_pl_480x640.png,France
610,Château de Manissy,2018,18759,Oracle Côtes du Rhône Rouge 2018,3.5,201,12.0,750,//images.vivino.com/thumbs/3g581Uz4SmWBxJ8owlXmlw_pl_480x640.png,France
611,Fabrice Gasnier,2015,1901895,Pierres Chaudes Chinon 2015,3.4,57,12.0,750,//images.vivino.com/thumbs/TvgB4xaYROuriBNpWT_BQw_pl_480x640.png,France
612,Domaine du Mas des Armes,2020,1773176,Grains de Sagesse 2020,3.9,45,12.0,750,//images.vivino.com/thumbs/jbzurO33TQCf4DAtL9Ur-g_pl_480x640.png,France
613,Domaine de Fondrèche,2021,1439771,Ventoux 2021,4.0,83,12.0,750,//images.vivino.com/thumbs/0okwvhoMRRa9s7qajPbrCw_pl_480x640.png,France
614,Tomàs Cusiné,2019,1244278,Llebre 2019,3.7,261,12.0,750,//images.vivino.com/thumbs/vLT_yhqNQzSN6E9mgoD9aw_pl_480x640.png,Espagne
615,Château Reynon,2017,81735,Cadillac - Côtes de Bordeaux 2017,3.6,206,12.0,750,//images.vivino.com/thumbs/aDt_T99oQNyLeyOOD6GjAw_pl_480x640.png,France
616,Château de Saint Cosme,2020,981448,Saint Cosme Côtes du Rhône 2020,3.8,3163,12.0,750,//images.vivino.com/thumbs/15V18XepTU6vJ7w0dlGwrg_pl_480x640.png,France
617,Dominique Piron,2018,1215091,Domaine de La Chanaise Morgon 2018,3.8,381,12.0,750,//images.vivino.com/thumbs/bBD7DGWETkWS4uLk2QwCLg_pl_480x640.png,France
618,Château Cap de Faugères,2019,78653,Castillon - Côtes de Bordeaux 2019,3.9,55,12.0,750,//images.vivino.com/thumbs/ejwL_dfKTRO1ASV9SsJf_Q_pl_480x640.png,France
619,Château La Bernède Grand Poujeaux,2011,86377,Moulis-en-Médoc 2011,3.7,144,12.0,750,//images.vivino.com/thumbs/2iJ4BppoS0Gs1kL9QpModw_pl_480x640.png,France
620,Château Croix Mouton,2018,2112249,Bordeaux Supérieur 2018,3.6,455,12.0,750,//images.vivino.com/thumbs/OEKwvr-WRZ-CZc1OoIiJJQ_pl_480x640.png,France
621,Bastide des Songes,2016,2500724,Les Mouliéres 2016,3.9,46,12.1,750,//images.vivino.com/thumbs/wGdCoxd7QOKtZgJOhv0FxA_pl_480x640.png,France
622,Fabrice Gasnier,2019,1901895,Pierres Chaudes Chinon 2019,3.7,122,12.2,750,//images.vivino.com/thumbs/TvgB4xaYROuriBNpWT_BQw_pl_480x640.png,France
623,Luzon,2017,77056,Jumilla Petit Verdot 2017,3.7,36,12.2,750,//images.vivino.com/thumbs/OYtdkxZYS_u-VmW3PnRmJQ_pl_480x640.png,Espagne
624,Clos Siguier,2018,1618995,Vieilles Vigne Les Camille Cahors 2018,3.8,60,12.2,750,//images.vivino.com/thumbs/QPZp2nknQ2CDu9Pf9pVr7A_pl_480x640.png,France
625,Clos Siguier,2017,1222796,Cahors 2017,3.5,157,12.2,750,//images.vivino.com/thumbs/rWj7nIbLReqosZZcJj1TDA_pl_480x640.png,France
626,Clos La Coutale,2019,36304,Cahors Malbec 2019,3.8,786,12.2,750,//images.vivino.com/thumbs/kM44Nl2YTTiaw0SBPjxn7A_pl_480x640.png,France
627,Château Aimée,2018,1387846,Médoc 2018,3.5,55,12.2,750,//images.vivino.com/thumbs/rn8_pUH6RrW95pJZ5pE1TA_pl_480x640.png,France
628,Château du Petit Thouars,2016,6713174,L'Epée Chinon 2016,4.0,109,12.2,750,//images.vivino.com/thumbs/RmzTM5HeTH6vySoghjVfCQ_pl_480x640.png,France
629,Château Peyrou,2016,1951535,Colombe de Peyrou Castillon - Côtes de Bordeaux 2016,3.4,26,12.2,750,//images.vivino.com/thumbs/4zGUcFZyS0mnjboTTgjZDw_pl_480x640.png,France
630,Brotte,2019,1164879,Château de Bord Côtes du Rhône Villages Laudun Rouge 2019,3.9,29,12.2,750,//images.vivino.com/thumbs/EniSNtVaReKLfc62KG2oqg_pl_480x640.png,France
631,Château de Courteillac,2016,1881487,Bordeaux 2016,3.5,401,12.2,750,//images.vivino.com/thumbs/8nQEQ_LbTyKBs8w9OCjfxQ_pl_480x640.png,France
632,Château Carbon d'Artigues,2019,3427206,Graves Rouge 2019,3.9,28,12.3,750,//images.vivino.com/thumbs/zJWhbpkmQVOysX10_CkSTw_pl_480x640.png,France
633,Domaine de la Perruche,2020,5667111,Saumur-Champigny 2020,3.6,52,12.3,750,//images.vivino.com/labels/fCzxnJK2Rr-xUrMFMru49g.jpg,France
634,Château Maucoil,2021,1199508,Côtes-du-Rhône Villages 2021,4.0,58,12.3,750,//images.vivino.com/thumbs/0vjeIq-iRveM0NNJRfgYkA_pl_480x640.png,France
635,19 Crimes,2020,3736213,Cabernet Sauvignon 2020,3.7,1606,12.3,750,//images.vivino.com/thumbs/FiYJyUPRQdWWa65rabt_EA_pl_480x640.png,Australie
636,Anderra,2018,1542572,Carmenère 2018,3.6,85,12.3,750,//images.vivino.com/thumbs/9TR-QNvWTtCP0s2rhZ34jA_pl_480x640.png,Chili
637,Abbotts & Delaunay,2019,6337876,À tire d’Aile Corbières 2019,3.8,56,12.3,750,//images.vivino.com/thumbs/7fRreZ3NSlqBH1YTA2LCIg_pl_480x640.png,France
638,Terre & Laves,2019,3048057,Côtes d'Auvergne Rouge 2019,3.5,35,12.3,750,//images.vivino.com/thumbs/4cUXGkh1RdmaJ0Ku1Z8KYg_pl_480x640.png,France
639,Domaine de la Renaudie,2018,1953351,Chenonceaux Rouge 2018,3.9,131,12.35,750,//images.vivino.com/thumbs/JYJrpwCoRMyVW8FmGUX2dw_pl_480x640.png,France
640,Château la Diligente,2018,2835495,Puisseguin-Saint-Émilion 2018,4.0,40,12.4,750,//images.vivino.com/thumbs/kZ0oKAfjTKqPrLkgLbXbwg_pl_480x640.png,France
641,Château Terre Blanque,2017,2405292,Blaye Côtes de Bordeaux 2017,3.9,25,12.4,750,//images.vivino.com/thumbs/QcfmCYFfQUOD9coihjQAMg_pl_480x640.png,France
642,Abbotts & Delaunay,2018,7116195,À tire d'Aile Minervois 2018,3.9,36,12.4,750,//images.vivino.com/thumbs/x02CfK0_T6ihra_mgj0Ezg_pl_480x640.png,France
643,Château Siaurac,2019,1378627,Plaisir de Siaurac Lalande-de-Pomerol 2019,3.8,177,12.4,750,//images.vivino.com/thumbs/7fljUmfOSNa61cy26HJaiQ_pl_480x640.png,France
644,Mas de la Dame,2018,1162370,Réserve du Mas Les Baux de Provence 2018,3.9,131,12.4,750,//images.vivino.com/labels/3boLonnVRxu9jOH43_E4dQ.jpg,France
645,Caravinserail,2017,7774768,Galets & Chênes Truffiers Côtes-du-Rhône 2017,3.6,27,12.45,750,//images.vivino.com/labels/NnKX3OcZT1iK_HHSkAzdqQ.jpg,France
646,Domaine Saint Germain,2019,7932410,Crac Boum’Bu Rouge 2019,3.5,42,12.5,750,//images.vivino.com/thumbs/tYlr7GIPROCgrzWWobJ5qA_pl_480x640.png,France
647,Domaine du Cros,2018,1957838,Cuvée Vieilles Vignes 2018,3.7,165,12.5,750,//images.vivino.com/thumbs/6KE9JoOHQxy-kS-HRY4MPw_pl_480x640.png,France
648,Les Hauts de Tousquiron,2014,1519534,Cuvée Lucie Medoc 2014,3.8,68,12.5,750,//images.vivino.com/thumbs/0smHpwYFTEKumsdEJNZaIQ_pl_480x640.png,France
649,M. Chapoutier,2020,1134152,Côtes-du-Rhône 2020,3.6,640,12.5,750,//images.vivino.com/thumbs/UGYICwKBSpWIAlxPFefhtQ_pl_480x640.png,France
650,Château Lacour Jacquet,2018,2007427,Haut-Médoc 2018,3.9,53,12.5,750,//images.vivino.com/thumbs/jct77CgdQV62_SSIYccWPQ_pl_480x640.png,France
651,Château Puech-Haut,2020,2563994,Le Loup du Pic Pic-Saint-Loup 2020,3.5,34,12.5,750,//images.vivino.com/thumbs/dXy_6daZSI2w_L0ERIDxUA_pl_480x640.png,France
652,Château Franc-Baudron,2019,1751291,Montagne-Saint-Émilion 2019,3.9,92,12.5,750,//images.vivino.com/labels/xHYOP18uScCwr2ELn9NTWQ.jpg,France
653,Mas del Périé - Fabien Jouves,2021,1574512,Tu Vin Plus aux Soirées 2021,3.7,65,12.5,750,//images.vivino.com/thumbs/r4z-3NS2SMaPF7UQ819-FQ_pl_480x640.png,France
654,Château Cap de Faugères,2015,78653,Castillon - Côtes de Bordeaux 2015,3.6,683,12.5,750,//images.vivino.com/thumbs/ejwL_dfKTRO1ASV9SsJf_Q_pl_480x640.png,France
655,Castello Monaci,2018,1187131,Salice Salentino Liante 2018,3.6,121,12.5,750,//images.vivino.com/thumbs/gA5oD2DSTk-vnXofX6bMVw_pl_480x640.png,Italie
656,Li Veli,2021,5123216,Garrisa Susumaniello 2021,4.0,37,12.5,750,//images.vivino.com/thumbs/bZmDRpAERyyzSeevdN-JSw_pl_480x640.png,Italie
657,Bodegas Vilano,2019,3973671,Black Edition 2019,3.9,1803,12.5,750,//images.vivino.com/thumbs/X--X4eQiRLiMCHurn-MMFQ_pl_480x640.png,Espagne
658,Château Siran,2014,1280906,Bel Air de Siran Haut-Médoc 2014,3.6,54,12.5,750,//images.vivino.com/thumbs/9yExWE6VQrmmkVdParm-yQ_pl_480x640.png,France
659,Château de Lascaux,2020,95953,Carra Pic-Saint-Loup Languedoc Rouge 2020,4.0,75,12.5,750,//images.vivino.com/thumbs/YRDqMik7QJmtIZb44_kzmg_pl_480x640.png,France
660,Gérard Bertrand,2016,7197391,Art de Vivre Rouge 2016,3.8,311,12.5,750,//images.vivino.com/thumbs/rKxYU3SWSJuAMmr8yLhm9Q_pl_480x640.png,France
661,Château Maucaillou,2016,1363749,Le Haut-Médoc de Maucaillou 2016,3.7,350,12.5,750,//images.vivino.com/thumbs/4vqvGLMDTJqGJCAsuzaaRw_pl_480x640.png,France
662,Azpilicueta,2017,1955228,Reserva 2017,4.0,51,12.5,750,//images.vivino.com/thumbs/gos3YVV3QiaZrcb8qnCsYg_pl_480x640.png,Espagne
663,Camille Cayran,2013,1142332,Antique Cairanne 2013,3.8,54,12.5,750,//images.vivino.com/thumbs/PQqGc7beTJKWGrW137XfSQ_pl_480x640.png,France
664,Tenimenti Ca'Bianca,2018,1154813,Dolcetto d'Acqui 2018,3.3,84,12.5,750,//images.vivino.com/thumbs/RfyM_YDnQfSbcmIs_cU3Aw_pl_480x640.png,Italie
665,Château du Champ des Treilles,2018,1248274,Le Petit Champ Bordeaux 2018,3.7,76,12.5,750,//images.vivino.com/thumbs/ec2laF6TRIqV2h4BCAiYxg_pl_480x640.png,France
666,Magaña,2013,1239296,Dignus Navarra 2013,3.6,206,12.5,750,//images.vivino.com/thumbs/Rd8XKbmjR26Khmx_DVCExw_pl_480x640.png,Espagne
667,Château Thieuley,2018,80155,Bordeaux (Merlot - Cabernet Sauvignon) 2018,3.8,242,12.5,750,//images.vivino.com/thumbs/cJHeN0EqT9-IFO1miKB-Vg_pl_480x640.png,France
668,Château Beauvillage,2017,1214321,Médoc 2017,3.9,115,12.5,750,//images.vivino.com/thumbs/VmIbOh6YQcWXBSDyBTjLKA_pl_480x640.png,France
669,Luccarelli,2021,1162178,Negroamaro 2021,3.8,28,12.5,750,//images.vivino.com/thumbs/fxyUZt0hTOKdGbHqKnIicA_pl_480x640.png,Italie
670,Lacerta,2017,5197323,Cameleon Red Blend 2017,3.5,34,12.5,750,//images.vivino.com/labels/coOIRIe5RI2_TF0NW6bCYg.jpg,Roumanie
671,Castelmaure,2019,1190556,Grande Cuvée Corbières 2019,4.1,53,12.59,750,//images.vivino.com/thumbs/nsHmklUYRXq84L-qxd9eug_pl_480x640.png,France
672,Domaine Matha - Jean Luc Matha,2016,1507941,Cuvée Laïris 2016,3.5,93,12.6,750,//images.vivino.com/thumbs/nx6oD8BKQQmrpx_edl4GjQ_pl_480x640.png,France
673,Dauvergne Ranvier,2018,1141950,Côtes-du-Rhône-Villages 2018,3.5,68,12.6,750,//images.vivino.com/thumbs/rjrjqM22RTKYlvfGETASpA_pl_480x640.png,France
674,Château Chantelys,2015,1841398,Médoc 2015,3.6,82,12.6,750,//images.vivino.com/thumbs/-XrqtoT4QyOIHLkc9u1bAA_pl_480x640.png,France
675,Damien Coquelet,2018,7775481,Kes Ki Dit Beaujolais 2018,3.8,43,12.6,750,//images.vivino.com/thumbs/xA0gQVGmSr23DvJNg3aJXg_pl_480x640.png,France
676,Henry Marionnet,2020,1279503,Gamay Touraine 2020,3.6,83,12.6,750,//images.vivino.com/thumbs/9hgytKMnRwekoWJOL4YuLA_pl_480x640.png,France
677,Domaine Lafage,2020,1283211,Nicolas Vieilles Vignes Grenache Noir 2020,3.8,94,12.6,750,//images.vivino.com/thumbs/UlVIaCtbStG1nP2MJz15xQ_pl_480x640.png,France
678,Couly-Dutheil,2020,1668287,Les Gravières Chinon 2020,3.6,41,12.65,750,//images.vivino.com/thumbs/ZIb2_AQMTOec35hE8yDbGQ_pl_480x640.png,France
679,Couly-Dutheil,2019,1668287,Les Gravières Chinon 2019,3.7,65,12.65,750,//images.vivino.com/thumbs/ZIb2_AQMTOec35hE8yDbGQ_pl_480x640.png,France
680,Aubert et Mathieu,2021,8352457,Hautes Pistes Pinot Noir 2021,4.1,109,12.69,750,//images.vivino.com/thumbs/RVNYVNtLQfSWZNBkWvzO5w_pl_480x640.png,France
681,Ponte Lungo,2017,6513593,Curioso Grand Edizione 2017,3.9,769,12.7,750,//images.vivino.com/thumbs/ZYitvrESSj-c-rfdH3clqQ_pl_480x640.png,Italie
682,La Cavale,2019,4143157,Petite Cavale Rouge 2019,3.9,37,12.7,750,//images.vivino.com/thumbs/M3b0m1M1QlaUOzYmwDVMjw_pl_480x640.png,France
683,Château Venus,2019,1483301,Graves Rouge 2019,4.0,31,12.7,750,//images.vivino.com/thumbs/lnyfM29uQ4W5XMLoE8zwdw_pl_480x640.png,France
684,Pandolfa,2020,4300902,Federico Sangiovese Superiore 2020,3.6,104,12.7,750,//images.vivino.com/thumbs/915W37J2QZadrd4du1zf2w_pl_480x640.png,Italie
685,Ramón Bilbao,2018,77021,Crianza Rioja 2018,3.9,8581,12.7,750,//images.vivino.com/thumbs/l13tQoq1S8mFaX0TG49fGA_pl_480x640.png,Espagne
686,Fabrice Gasnier,2017,1901895,Pierres Chaudes Chinon 2017,3.8,80,12.75,750,//images.vivino.com/thumbs/TvgB4xaYROuriBNpWT_BQw_pl_480x640.png,France
687,Château Beau Rivage de By,2018,1899878,Médoc 2018,3.7,160,12.75,750,//images.vivino.com/thumbs/QuGwn25cQNC8ZqwJYrXj7g_pl_480x640.png,France
688,Heartland,2018,1987626,Spice Trader Shiraz - Cabernet Sauvignon 2018,3.7,31,12.75,750,//images.vivino.com/thumbs/Y3jIwzObTuWh9HI1sFzq2w_pl_480x640.png,Australie
689,Clos des Centenaires,2019,6368965,"Luxe, Calme et Volupté 2019",4.1,34,12.8,750,//images.vivino.com/thumbs/EdDuvjCiRUGeIT-Pvt4uXw_pl_480x640.png,France
690,Clos Manou,2019,2445123,Petit Manou 2019,4.1,28,12.8,750,//images.vivino.com/thumbs/E1f8FbMUR6uX6LC2SAwSmA_pl_480x640.png,France
691,Ruffino,2020,2185,Il Leo Chianti Superiore 2020,3.6,113,12.8,750,//images.vivino.com/thumbs/DnDQEGIKT1uWP7W7XVkobQ_pl_480x640.png,Italie
692,Sérol,2021,4127576,Eclat de Granite Côte Roannaise 2021,3.7,102,12.8,750,//images.vivino.com/thumbs/4Z1NGm3oSXCuJj8X8xZhcA_pl_480x640.png,France
693,Château Tour Saint Bonnet,2017,1663193,Médoc 2017,3.5,47,12.8,750,//images.vivino.com/thumbs/OMOgmrusSx6XvUnmeUSldw_pl_480x640.png,France
694,Ermitage du Pic Saint Loup,2018,1176141,Tour de Pierres 2018,3.8,190,12.8,750,//images.vivino.com/thumbs/6wDKgz1WTgC6FU_K1SBPsw_pl_480x640.png,France
695,Château Juvenal,2020,1281683,Les Ribes du Vallat Rouge 2020,3.9,81,12.8,750,//images.vivino.com/thumbs/cbBz_pz-T_eI9dqfbGYIRQ_pl_480x640.png,France
696,Famille Laplace,2017,1108070,Odé d'Aydie Madiran 2017,3.8,119,12.8,750,//images.vivino.com/thumbs/c_UD6_jCQm2rDs_zkSvh1w_pl_480x640.png,France
697,Domaine du Clos des Fées,2021,6625,Les Sorcières Côtes du Roussillon Rouge 2021,3.9,213,12.8,750,//images.vivino.com/thumbs/ETX0gR84S2WqaAmV8hijUA_pl_480x640.png,France
698,Château l'Eperon,2018,6137268,L'Éclat du Château l'Eperon Bordeaux 2018,4.2,44,12.8,750,//images.vivino.com/thumbs/xj_nvM9kQDSUAx4ZOJ5Pew_pl_480x640.png,France
699,Domaine de Rabusas,2019,1260066,Côtes-du-Rhône-Villages 'Laudun' 2019,3.7,43,12.8,750,//images.vivino.com/thumbs/HFIKyg5bR6WH03D5IjSDvQ_pl_480x640.png,France
700,Cantine Pellegrino,2017,6278467,Finimondo! 2017,3.7,356,12.8,750,//images.vivino.com/thumbs/3CDbo5kwSb2ghvpjukBG-A_pl_480x640.png,Italie
701,Thunevin,2014,1805540,Domaine Virginie Thunevin Bordeaux Rouge 2014,3.6,178,12.9,750,//images.vivino.com/thumbs/hVoVhgphT-6JiMDc5I_GoA_pl_480x640.png,France
702,La Monardiere,2020,2733850,Les Calades Vacqueyras 2020,4.0,25,12.9,750,//images.vivino.com/thumbs/Xv_a70KtQtusGTG7uj02mA_pl_480x640.png,France
703,Masseria La Volpe,2020,3390935,1 Uno Primitivo di Manduria 2020,4.1,720,12.9,750,//images.vivino.com/thumbs/ygTg4K4vR5GYCjWTFocWng_pl_480x640.png,Italie
704,Alain Jaume,2017,1691170,Lirac Roquedon 2017,3.7,37,12.9,750,//images.vivino.com/thumbs/DB8o1XhzQLip49xubiJiDA_pl_480x640.png,France
705,Lionel Osmin & Cie,2017,4233167,Abouriou 2017,3.7,34,12.9,750,//images.vivino.com/thumbs/vR9-epEuTZ671roDpLDnFw_pl_480x640.png,France
706,Château Haut Piquat,2018,98621,Lussac-Saint-Émilion 2018,3.6,34,12.9,750,//images.vivino.com/thumbs/ghi8I8qYRPuRTEHrt5GiIw_pl_480x640.png,France
707,David Reynaud,2019,1769150,Les Monestiers Syrah Collines Rhodaniennes 2019,3.5,41,12.9,750,//images.vivino.com/thumbs/JUXFmK3tTKCS6DL4EX-YVw_pl_480x640.png,France
708,Château de Malleret,2019,1307412,Le Baron de Malleret Haut-Médoc 2019,4.1,87,12.9,750,//images.vivino.com/thumbs/1Z2ZEYzdRXuZSoiQRmPzcA_pl_480x640.png,France
709,Château Compassant,2015,1270986,Bordeaux 2015,3.9,44,12.9,750,//images.vivino.com/thumbs/O-WTLKj_TD2EMArPnCDhdw_pl_480x640.png,France
710,Château Roudier,2019,1594442,Montagne-Saint-Émilion 2019,3.7,243,12.9,750,//images.vivino.com/thumbs/a5ZzNwQmQI6SvIj3q5C_-g_pl_480x640.png,France
711,Trivento,2019,1135980,Reserve Malbec 2019,3.7,17207,12.9,750,//images.vivino.com/thumbs/diN0gK6qSpKsgbMApBbxNw_pl_480x640.png,Argentine
712,Domaine Les Grandes Vignes - Vaillant,2020,1975136,Groslot Rouge 2020,3.7,106,12.9,750,//images.vivino.com/thumbs/zE8jpoJiQruOlRrHoUr3gQ_pl_480x640.png,France
713,Grosbois,2020,1300916,La Cuisine de ma Mère Chinon 2020,3.7,1613,12.9,750,//images.vivino.com/thumbs/mvRJRdnQRwyc-ABSDhPOVQ_pl_480x640.png,France
714,Château d'Issan,2018,1168762,Moulin d'Issan Bordeaux Supérieur 2018,3.8,252,12.9,750,//images.vivino.com/thumbs/LDOOyjYSTR27hhq8BflFEg_pl_480x640.png,France
715,Château de Villeneuve,2020,2640168,Saumur Champigny 2020,3.8,115,12.9,750,//images.vivino.com/thumbs/3kp8uYr2RI2f3YRlfQ71HQ_pl_480x640.png,France
716,Château Puygueraud,2012,82472,Francs - Côtes de Bordeaux 2012,3.5,348,12.9,750,//images.vivino.com/thumbs/oBHrFgxgR62IbjzhU3jjcw_pl_480x640.png,France
717,Domaine d'Aupilhac,2020,90527,Lou Maset 2020,4.0,145,12.9,750,//images.vivino.com/thumbs/rmBWvOqfTXKGjFuPpJOeeg_pl_480x640.png,France
718,Alain Jaume,2017,88382,Rasteau Les Valats 2017,3.8,31,12.9,750,//images.vivino.com/thumbs/tTeoDkOwTCKsU8pHV06w8A_pl_480x640.png,France
719,Maxime-François Laurent,2021,1219690,Il Fait Soif Rouge 2021,3.9,59,12.9,750,//images.vivino.com/thumbs/uru1X5gzQzCAFMSbVWjX0w_pl_480x640.png,France
720,Château de Villeneuve,2019,2640168,Saumur Champigny 2019,3.7,226,12.9,750,//images.vivino.com/thumbs/3kp8uYr2RI2f3YRlfQ71HQ_pl_480x640.png,France
721,La Grande Sieste,2020,4771592,Rouge de Rêve 2020,4.0,28,12.9,750,//images.vivino.com/thumbs/6nHFMKmGQE25D64jqUqiMA_pl_480x640.png,France
722,Berger Rive,2020,1317149,Bourgogne Hautes-Côtes de Beaune Rouge 2020,3.7,34,12.9,750,//images.vivino.com/thumbs/6tANUpalTLuouJFEuAQGKQ_pl_480x640.png,France
723,Domaine de Dernacueillette,2018,4402023,Le Petit Derna 2018,3.9,73,12.9,750,//images.vivino.com/thumbs/9SL8_DKfSJmVQJANsfQqXA_pl_480x640.png,France
724,Clos de l'Amandaie,2018,2187477,Grés de Montpellier 2018,3.7,47,12.9,750,//images.vivino.com/thumbs/YI55LGL1RweHrRMwnt1lpQ_pl_480x640.png,France
725,Michel & Stéphane Ogier,2021,1198800,Le Temps est Venu 2021,4.0,93,12.9,750,//images.vivino.com/thumbs/axC80IZbRMC0nQaaeN7BNQ_pl_480x640.png,France
726,Domaine La Blaque,2020,1177358,Pierrevert 2020,4.2,121,12.9,750,//images.vivino.com/thumbs/9EgNMzCBQIuEkMb8cglAZQ_pl_480x640.png,France
727,Domaine Oratoire Saint Martin,2020,2707640,Les P'tits Gars Côtes du Rhône 2020,3.9,40,12.9,750,//images.vivino.com/thumbs/uC3b9RZbSbaJTcn9OdFRmQ_pl_480x640.png,France
728,Domaine de Fenouillet,2018,1152191,Combe Rouge Faugères 2018,3.8,34,12.9,750,//images.vivino.com/thumbs/AuZ7bge_T2KFTRJJ2nYoJA_pl_480x640.png,France
729,Domaine d'Argenson,2018,6476721,Les Pierreux Brouilly 2018,4.1,38,12.9,750,//images.vivino.com/thumbs/uYkOYmOpQAu_1RX6O6i-iQ_pl_480x640.png,France
730,Domaine Duseigneur,2019,1215196,Odyssée 2019,3.8,53,12.9,750,//images.vivino.com/thumbs/XKMjD5YkRWO85YDyKp2-mA_pl_480x640.png,France
731,Lambrusques,2020,1261443,Pic Saint Loup Rouge 2020,3.8,92,12.9,750,//images.vivino.com/labels/02a1kdfs3kh3c.jpg,France
732,Salcheto,2017,6803697,Chianti Biskero 2017,3.8,511,12.9,750,//images.vivino.com/thumbs/2MdsFVX6TE6FuShnksymdw_pl_480x640.png,Italie
733,Château Farguet,2019,1847597,Montagne-Saint-Émilion 2019,4.2,51,12.95,750,//images.vivino.com/thumbs/ue8_pg4LRDObZHKQZSga3Q_pl_480x640.png,France
734,Domaine Gaget,2019,1837878,Morgon 'Côte du Py' 2019,4.1,43,12.95,750,//images.vivino.com/thumbs/vXixwiRRTG6yc6uHTN6l9g_pl_480x640.png,France
735,Château Tour du Moulin,2018,1175881,Les Terres Rouges Fronsac 2018,4.1,150,12.95,750,//images.vivino.com/thumbs/45Z1-Z1HQSG8OsDF8Ffc8w_pl_480x640.png,France
736,Firriato,2017,82716,Chiaramonte Nero d'Avola 2017,3.8,915,12.95,750,//images.vivino.com/thumbs/u_q2PaoyR7yJ-1wqTOlLOQ_pl_480x640.png,Italie
737,Domaine Le Clos du Serres,2019,6696941,Sainte-Pauline Terrasses du Larzac 2019,3.9,25,12.95,750,//images.vivino.com/labels/1fKmfk-_TSqyWaEgDC6wfg.jpg,France
738,Domaine de Courbissac,2017,3816709,Les Traverses Minervois 2017,3.8,208,12.95,750,//images.vivino.com/thumbs/8r3lIEXwShKH8j03tzmB8Q_pl_480x640.png,France
